pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,year,month,day,day_name,revenue,hour
1894.0,837.0,ital_supr_m,1.0,2015-01-14,20:12:27,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,2015,1,14,Wednesday,16.5,20
1895.0,838.0,ckn_alfredo_m,1.0,2015-01-14,20:33:57,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,2015,1,14,Wednesday,16.75,20
1896.0,838.0,ital_supr_m,1.0,2015-01-14,20:33:57,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,2015,1,14,Wednesday,16.5,20
1897.0,838.0,veggie_veg_m,1.0,2015-01-14,20:33:57,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015,1,14,Wednesday,16.0,20
1898.0,839.0,mexicana_l,2.0,2015-01-14,20:40:40,20.25,40.5,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,2015,1,14,Wednesday,40.5,20
1899.0,840.0,ital_supr_l,1.0,2015-01-14,20:46:12,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,2015,1,14,Wednesday,20.75,20
1900.0,841.0,peppr_salami_l,1.0,2015-01-14,20:57:40,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,2015,1,14,Wednesday,20.75,20
1901.0,842.0,spin_pesto_s,1.0,2015-01-14,21:09:39,12.5,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,2015,1,14,Wednesday,12.5,21
1902.0,842.0,spinach_fet_m,1.0,2015-01-14,21:09:39,16.0,16.0,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,2015,1,14,Wednesday,16.0,21
1903.0,842.0,spinach_supr_s,1.0,2015-01-14,21:09:39,12.5,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,2015,1,14,Wednesday,12.5,21
1904.0,843.0,spinach_supr_m,1.0,2015-01-14,21:32:21,16.5,16.5,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,2015,1,14,Wednesday,16.5,21
1905.0,844.0,veggie_veg_m,1.0,2015-01-14,21:36:58,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015,1,14,Wednesday,16.0,21
1906.0,845.0,classic_dlx_l,1.0,2015-01-14,21:42:56,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015,1,14,Wednesday,20.5,21
1907.0,845.0,five_cheese_l,1.0,2015-01-14,21:42:56,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,2015,1,14,Wednesday,18.5,21
1908.0,845.0,ital_supr_m,1.0,2015-01-14,21:42:56,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,2015,1,14,Wednesday,16.5,21
1909.0,845.0,southw_ckn_l,1.0,2015-01-14,21:42:56,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015,1,14,Wednesday,20.75,21
1910.0,846.0,cali_ckn_l,1.0,2015-01-14,22:16:24,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015,1,14,Wednesday,20.75,22
1911.0,846.0,five_cheese_l,1.0,2015-01-14,22:16:24,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,2015,1,14,Wednesday,18.5,22
1912.0,847.0,pepperoni_m,1.0,2015-01-15,11:37:03,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015,1,15,Thursday,12.5,11
1913.0,848.0,big_meat_s,1.0,2015-01-15,11:56:46,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015,1,15,Thursday,12.0,11
1914.0,849.0,classic_dlx_m,1.0,2015-01-15,12:08:30,16.0,16.0,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015,1,15,Thursday,16.0,12
1915.0,849.0,sicilian_s,1.0,2015-01-15,12:08:30,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015,1,15,Thursday,12.25,12
1916.0,849.0,spicy_ital_l,1.0,2015-01-15,12:08:30,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015,1,15,Thursday,20.75,12
1917.0,849.0,spicy_ital_s,1.0,2015-01-15,12:08:30,12.5,12.5,S,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015,1,15,Thursday,12.5,12
1918.0,850.0,four_cheese_l,1.0,2015-01-15,12:15:35,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015,1,15,Thursday,17.95,12
1919.0,850.0,southw_ckn_l,1.0,2015-01-15,12:15:35,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015,1,15,Thursday,20.75,12
1920.0,850.0,thai_ckn_m,1.0,2015-01-15,12:15:35,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015,1,15,Thursday,16.75,12
1921.0,851.0,bbq_ckn_l,1.0,2015-01-15,12:20:22,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,2015,1,15,Thursday,20.75,12
1922.0,852.0,thai_ckn_m,1.0,2015-01-15,12:33:51,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015,1,15,Thursday,16.75,12
1923.0,853.0,pepperoni_m,1.0,2015-01-15,12:36:39,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015,1,15,Thursday,12.5,12
1924.0,854.0,pepperoni_s,1.0,2015-01-15,12:51:19,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015,1,15,Thursday,9.75,12
1925.0,854.0,soppressata_l,1.0,2015-01-15,12:51:19,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,2015,1,15,Thursday,20.75,12
1926.0,855.0,five_cheese_l,1.0,2015-01-15,12:56:54,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,2015,1,15,Thursday,18.5,12
1927.0,855.0,sicilian_m,1.0,2015-01-15,12:56:54,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015,1,15,Thursday,16.25,12
1928.0,855.0,southw_ckn_s,1.0,2015-01-15,12:56:54,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015,1,15,Thursday,12.75,12
1929.0,855.0,spin_pesto_m,1.0,2015-01-15,12:56:54,16.5,16.5,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,2015,1,15,Thursday,16.5,12
1930.0,855.0,veggie_veg_m,1.0,2015-01-15,12:56:54,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015,1,15,Thursday,16.0,12
1931.0,856.0,spicy_ital_l,1.0,2015-01-15,12:59:20,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015,1,15,Thursday,20.75,12
1932.0,857.0,napolitana_s,1.0,2015-01-15,13:01:53,12.0,12.0,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,2015,1,15,Thursday,12.0,13
1933.0,858.0,peppr_salami_s,1.0,2015-01-15,13:03:42,12.5,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,2015,1,15,Thursday,12.5,13
1934.0,858.0,thai_ckn_l,1.0,2015-01-15,13:03:42,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015,1,15,Thursday,20.75,13
1935.0,858.0,veggie_veg_m,1.0,2015-01-15,13:03:42,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015,1,15,Thursday,16.0,13
1936.0,859.0,big_meat_s,1.0,2015-01-15,13:05:13,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015,1,15,Thursday,12.0,13
1937.0,859.0,calabrese_m,1.0,2015-01-15,13:05:13,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,2015,1,15,Thursday,16.25,13
1938.0,859.0,ckn_alfredo_m,1.0,2015-01-15,13:05:13,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,2015,1,15,Thursday,16.75,13
1939.0,859.0,the_greek_l,1.0,2015-01-15,13:05:13,20.5,20.5,L,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,2015,1,15,Thursday,20.5,13
1940.0,860.0,sicilian_s,1.0,2015-01-15,13:07:53,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015,1,15,Thursday,12.25,13
1941.0,860.0,spicy_ital_m,1.0,2015-01-15,13:07:53,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015,1,15,Thursday,16.5,13
1942.0,861.0,prsc_argla_l,1.0,2015-01-15,13:08:44,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015,1,15,Thursday,20.75,13
1943.0,862.0,southw_ckn_m,1.0,2015-01-15,13:10:45,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015,1,15,Thursday,16.75,13
1944.0,863.0,thai_ckn_m,1.0,2015-01-15,13:12:29,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015,1,15,Thursday,16.75,13
1945.0,864.0,big_meat_s,1.0,2015-01-15,14:04:23,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,2015,1,15,Thursday,12.0,14
1946.0,864.0,hawaiian_s,1.0,2015-01-15,14:04:23,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015,1,15,Thursday,10.5,14
1947.0,864.0,ital_supr_l,1.0,2015-01-15,14:04:23,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,2015,1,15,Thursday,20.75,14
1948.0,864.0,mediterraneo_m,1.0,2015-01-15,14:04:23,16.0,16.0,M,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,2015,1,15,Thursday,16.0,14
1949.0,864.0,sicilian_l,1.0,2015-01-15,14:04:23,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015,1,15,Thursday,20.25,14
1950.0,864.0,spinach_fet_l,1.0,2015-01-15,14:04:23,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,2015,1,15,Thursday,20.25,14
1951.0,864.0,spinach_supr_l,1.0,2015-01-15,14:04:23,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,2015,1,15,Thursday,20.75,14
1952.0,864.0,the_greek_m,1.0,2015-01-15,14:04:23,16.0,16.0,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,2015,1,15,Thursday,16.0,14
1953.0,864.0,veggie_veg_m,1.0,2015-01-15,14:04:23,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015,1,15,Thursday,16.0,14
1954.0,865.0,classic_dlx_s,1.0,2015-01-15,14:10:00,12.0,12.0,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015,1,15,Thursday,12.0,14
1955.0,866.0,peppr_salami_m,1.0,2015-01-15,14:18:09,16.5,16.5,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,2015,1,15,Thursday,16.5,14
1956.0,867.0,hawaiian_l,1.0,2015-01-15,14:19:28,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015,1,15,Thursday,16.5,14
1957.0,867.0,hawaiian_s,1.0,2015-01-15,14:19:28,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015,1,15,Thursday,10.5,14
1958.0,868.0,soppressata_m,1.0,2015-01-15,14:27:25,16.5,16.5,M,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,2015,1,15,Thursday,16.5,14
1959.0,869.0,spinach_supr_m,1.0,2015-01-15,14:31:43,16.5,16.5,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,2015,1,15,Thursday,16.5,14
1960.0,869.0,thai_ckn_l,1.0,2015-01-15,14:31:43,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015,1,15,Thursday,20.75,14
1961.0,870.0,five_cheese_l,1.0,2015-01-15,14:38:31,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,2015,1,15,Thursday,18.5,14
1962.0,870.0,four_cheese_m,1.0,2015-01-15,14:38:31,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015,1,15,Thursday,14.75,14
1963.0,871.0,ckn_alfredo_s,1.0,2015-01-15,14:45:22,12.75,12.75,S,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,2015,1,15,Thursday,12.75,14
1964.0,872.0,prsc_argla_m,1.0,2015-01-15,14:48:37,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015,1,15,Thursday,16.5,14
1965.0,873.0,pepperoni_m,1.0,2015-01-15,15:06:15,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015,1,15,Thursday,12.5,15
1966.0,874.0,pep_msh_pep_s,1.0,2015-01-15,15:20:36,11.0,11.0,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",2015,1,15,Thursday,11.0,15
1967.0,874.0,southw_ckn_l,1.0,2015-01-15,15:20:36,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015,1,15,Thursday,20.75,15
1968.0,875.0,cali_ckn_m,1.0,2015-01-15,15:23:21,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015,1,15,Thursday,16.75,15
1969.0,876.0,hawaiian_s,1.0,2015-01-15,15:27:03,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015,1,15,Thursday,10.5,15
1970.0,876.0,southw_ckn_s,1.0,2015-01-15,15:27:03,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015,1,15,Thursday,12.75,15
1971.0,876.0,spicy_ital_l,1.0,2015-01-15,15:27:03,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015,1,15,Thursday,20.75,15
1972.0,877.0,four_cheese_l,1.0,2015-01-15,15:32:59,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015,1,15,Thursday,17.95,15
1973.0,878.0,cali_ckn_m,1.0,2015-01-15,16:05:58,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015,1,15,Thursday,16.75,16
1974.0,879.0,southw_ckn_s,1.0,2015-01-15,16:12:57,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,2015,1,15,Thursday,12.75,16
1975.0,879.0,spinach_supr_s,1.0,2015-01-15,16:12:57,12.5,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,2015,1,15,Thursday,12.5,16
1976.0,879.0,veggie_veg_m,1.0,2015-01-15,16:12:57,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,2015,1,15,Thursday,16.0,16
1977.0,880.0,pepperoni_l,1.0,2015-01-15,16:19:26,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015,1,15,Thursday,15.25,16
1978.0,880.0,pepperoni_s,1.0,2015-01-15,16:19:26,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015,1,15,Thursday,9.75,16
1979.0,881.0,cali_ckn_m,1.0,2015-01-15,16:40:04,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015,1,15,Thursday,16.75,16
1980.0,881.0,ital_supr_s,1.0,2015-01-15,16:40:04,12.5,12.5,S,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,2015,1,15,Thursday,12.5,16
1981.0,882.0,prsc_argla_m,1.0,2015-01-15,16:44:46,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015,1,15,Thursday,16.5,16
1982.0,882.0,spinach_fet_s,1.0,2015-01-15,16:44:46,12.0,12.0,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,2015,1,15,Thursday,12.0,16
1983.0,882.0,thai_ckn_l,1.0,2015-01-15,16:44:46,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,2015,1,15,Thursday,20.75,16
1984.0,883.0,cali_ckn_m,1.0,2015-01-15,16:56:05,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,2015,1,15,Thursday,16.75,16
1985.0,883.0,classic_dlx_s,1.0,2015-01-15,16:56:05,12.0,12.0,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,2015,1,15,Thursday,12.0,16
1986.0,883.0,hawaiian_s,1.0,2015-01-15,16:56:05,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015,1,15,Thursday,10.5,16
1987.0,883.0,prsc_argla_s,1.0,2015-01-15,16:56:05,12.5,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,2015,1,15,Thursday,12.5,16
1988.0,884.0,hawaiian_s,1.0,2015-01-15,16:57:15,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,2015,1,15,Thursday,10.5,16
1989.0,885.0,mexicana_m,1.0,2015-01-15,16:57:55,16.0,16.0,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,2015,1,15,Thursday,16.0,16
1990.0,885.0,sicilian_s,1.0,2015-01-15,16:57:55,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015,1,15,Thursday,12.25,16
1991.0,885.0,spicy_ital_m,1.0,2015-01-15,16:57:55,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015,1,15,Thursday,16.5,16
1992.0,885.0,the_greek_xl,1.0,2015-01-15,16:57:55,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,2015,1,15,Thursday,25.5,16
1993.0,886.0,mediterraneo_l,1.0,2015-01-15,17:05:35,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,2015,1,15,Thursday,20.25,17
1994.0,886.0,sicilian_s,1.0,2015-01-15,17:05:35,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015,1,15,Thursday,12.25,17
1995.0,886.0,spicy_ital_l,1.0,2015-01-15,17:05:35,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015,1,15,Thursday,20.75,17
1996.0,887.0,pepperoni_l,1.0,2015-01-15,17:13:58,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,2015,1,15,Thursday,15.25,17
1997.0,887.0,spicy_ital_m,1.0,2015-01-15,17:13:58,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,2015,1,15,Thursday,16.5,17
1998.0,888.0,sicilian_m,1.0,2015-01-15,17:14:27,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,2015,1,15,Thursday,16.25,17
1999.0,888.0,soppressata_s,1.0,2015-01-15,17:14:27,12.5,12.5,S,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,2015,1,15,Thursday,12.5,17
2000.0,889.0,bbq_ckn_l,1.0,2015-01-15,17:27:51,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,2015,1,15,Thursday,20.75,17
2001.0,890.0,four_cheese_m,1.0,2015-01-15,17:32:25,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015,1,15,Thursday,14.75,17
2002.0,891.0,spin_pesto_l,1.0,2015-01-15,17:43:34,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,2015,1,15,Thursday,20.75,17
2003.0,892.0,four_cheese_l,1.0,2015-01-15,18:04:29,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015,1,15,Thursday,17.95,18
2004.0,892.0,mediterraneo_l,1.0,2015-01-15,18:04:29,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,2015,1,15,Thursday,20.25,18
2005.0,893.0,four_cheese_l,1.0,2015-01-15,18:15:22,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,2015,1,15,Thursday,17.95,18
